Model year,Make,Model,Vehicle class,Engine size (L),Cylinders,Transmission,Fuel type,City (L/100 km),Highway (L/100 km),Combined (L/100 km),Combined (mpg),CO2 emissions (g/km),CO2 rating,Smog rating
2016.0,Subaru,BRZ,Minicompact,2.0,4.0,M6,Z,10.9,7.9,9.6,29.0,224.0,6.0,5.0
2016.0,Subaru,Forester AWD,Sport utility vehicle: Small,2.0,4.0,AV8,Z,10.2,8.5,9.4,30.0,222.0,6.0,5.0
2016.0,Subaru,Forester AWD,Sport utility vehicle: Small,2.5,4.0,AV6,X,9.6,7.5,8.7,32.0,204.0,6.0,5.0
2016.0,Subaru,Forester AWD,Sport utility vehicle: Small,2.5,4.0,M6,X,10.6,8.4,9.6,29.0,227.0,5.0,5.0
2016.0,Subaru,Impreza AWD,Compact,2.0,4.0,AV6,X,8.5,6.4,7.6,37.0,177.0,7.0,5.0
2016.0,Subaru,Impreza AWD,Compact,2.0,4.0,M5,X,9.5,7.0,8.4,34.0,197.0,7.0,5.0
2016.0,Subaru,Impreza Wagon AWD,Station wagon: Small,2.0,4.0,AV6,X,8.5,6.4,7.6,37.0,177.0,7.0,5.0
2016.0,Subaru,Impreza Wagon AWD,Station wagon: Small,2.0,4.0,M5,X,9.5,7.0,8.4,34.0,197.0,7.0,5.0
2016.0,Subaru,Legacy AWD,Mid-size,2.5,4.0,AV6,X,9.0,6.5,7.9,36.0,185.0,7.0,5.0
2016.0,Subaru,Legacy AWD,Mid-size,2.5,4.0,M6,X,10.7,7.8,9.4,30.0,220.0,6.0,5.0
2016.0,Subaru,Legacy AWD,Mid-size,3.6,6.0,AV6,X,11.9,8.2,10.2,28.0,239.0,5.0,5.0
2016.0,Subaru,Outback AWD,Sport utility vehicle: Small,2.5,4.0,AV6,X,9.3,7.1,8.3,34.0,196.0,7.0,5.0
2016.0,Subaru,Outback AWD,Sport utility vehicle: Small,2.5,4.0,M6,X,11.0,8.2,9.7,29.0,228.0,5.0,5.0
2016.0,Subaru,Outback AWD,Sport utility vehicle: Small,3.6,6.0,AV6,X,12.0,8.6,10.5,27.0,246.0,5.0,5.0
2016.0,Subaru,WRX,Compact,2.0,4.0,AV8,Z,12.5,9.5,11.2,25.0,254.0,5.0,5.0
2016.0,Subaru,WRX,Compact,2.0,4.0,M6,Z,11.3,8.4,10.0,28.0,233.0,5.0,5.0
2016.0,Subaru,WRX,Compact,2.5,4.0,M6,Z,13.8,10.2,12.2,23.0,285.0,4.0,5.0
2016.0,Subaru,XV Crosstrek AWD,Sport utility vehicle: Small,2.0,4.0,AV6,X,9.1,7.0,8.1,35.0,191.0,7.0,5.0
2016.0,Subaru,XV Crosstrek AWD,Sport utility vehicle: Small,2.0,4.0,M5,X,10.2,7.7,9.1,31.0,214.0,6.0,5.0
2016.0,Subaru,XV Crosstrek Hybrid AWD,Sport utility vehicle: Small,2.0,4.0,AV6,X,7.9,6.9,7.5,38.0,175.0,8.0,5.0
2016.0,Toyota,4Runner 4WD,Sport utility vehicle: Standard,4.0,6.0,AS5,X,14.2,11.1,12.8,22.0,298.0,4.0,5.0
2016.0,Toyota,4Runner 4WD (Part-Time 4WD),Sport utility vehicle: Standard,4.0,6.0,AS5,X,14.2,11.1,12.8,22.0,298.0,4.0,5.0
2016.0,Toyota,Avalon,Mid-size,3.5,6.0,AS6,X,11.4,7.6,9.7,29.0,225.0,6.0,5.0
2016.0,Toyota,Camry,Mid-size,2.5,4.0,AS6,X,9.4,6.7,8.2,34.0,192.0,7.0,5.0
2016.0,Toyota,Camry,Mid-size,3.5,6.0,AS6,X,11.0,7.7,9.5,30.0,222.0,6.0,5.0
2016.0,Toyota,Camry Hybrid LE,Mid-size,2.5,4.0,AV,X,5.5,6.0,5.7,50.0,134.0,9.0,5.0
2016.0,Toyota,Camry Hybrid XLE/SE,Mid-size,2.5,4.0,AV,X,5.7,6.0,5.9,48.0,137.0,9.0,5.0
2016.0,Toyota,Corolla,Mid-size,1.8,4.0,A4,X,8.6,6.5,7.6,37.0,179.0,7.0,5.0
2016.0,Toyota,Corolla,Mid-size,1.8,4.0,AV,X,8.2,6.2,7.3,39.0,171.0,8.0,5.0
2016.0,Toyota,Corolla LE Eco (1-Mode),Mid-size,1.8,4.0,AV,X,7.7,5.6,6.8,42.0,160.0,8.0,5.0
2016.0,Toyota,Corolla LE Eco (2-Mode),Mid-size,1.8,4.0,AV,X,7.7,6.0,6.9,41.0,162.0,8.0,5.0
2016.0,Toyota,Corolla,Mid-size,1.8,4.0,AV7,X,7.9,6.1,7.1,40.0,166.0,8.0,5.0
2016.0,Toyota,Corolla,Mid-size,1.8,4.0,M6,X,8.4,6.4,7.5,38.0,174.0,8.0,5.0
2016.0,Toyota,Highlander,Sport utility vehicle: Small,3.5,6.0,AS6,X,12.5,9.3,11.1,25.0,260.0,5.0,5.0
2016.0,Toyota,Highlander AWD,Sport utility vehicle: Standard,3.5,6.0,AS6,X,13.0,9.8,11.6,24.0,272.0,4.0,5.0
2016.0,Toyota,Highlander Hybrid AWD,Sport utility vehicle: Standard,3.5,6.0,AV6,X,8.6,8.4,8.5,33.0,198.0,7.0,5.0
2016.0,Toyota,Highlander Hybrid AWD LE,Sport utility vehicle: Standard,3.5,6.0,AV6,X,8.4,8.3,8.4,34.0,195.0,7.0,5.0
2016.0,Toyota,Prius v,Station wagon: Mid-size,1.8,4.0,AV,X,5.4,5.8,5.6,50.0,131.0,9.0,5.0
2016.0,Toyota,RAV4,Sport utility vehicle: Small,2.5,4.0,AS6,X,10.1,7.7,9.0,31.0,212.0,6.0,5.0
2016.0,Toyota,RAV4 LE/XLE,Sport utility vehicle: Small,2.5,4.0,AS6,X,10.0,7.6,8.9,32.0,208.0,6.0,5.0
2016.0,Toyota,RAV4 AWD,Sport utility vehicle: Small,2.5,4.0,AS6,X,10.5,8.2,9.5,30.0,220.0,6.0,5.0
2016.0,Toyota,RAV4 Limited/SE AWD,Sport utility vehicle: Small,2.5,4.0,AS6,X,10.6,8.1,9.4,30.0,220.0,6.0,5.0
2016.0,Toyota,RAV4 Hybrid AWD,Sport utility vehicle: Small,2.5,4.0,AV6,X,6.9,7.6,7.2,39.0,169.0,8.0,5.0
2016.0,Toyota,Sequoia 4WD,Sport utility vehicle: Standard,5.7,8.0,AS6,X,18.8,14.0,16.6,17.0,382.0,2.0,5.0
2016.0,Toyota,Sienna,Minivan,3.5,6.0,AS6,X,13.0,9.5,11.4,25.0,267.0,5.0,5.0
2016.0,Toyota,Sienna AWD,Minivan,3.5,6.0,AS6,X,14.4,10.2,12.5,23.0,290.0,4.0,5.0
2016.0,Toyota,Tacoma,Pickup truck: Small,2.7,4.0,AS6,X,12.0,10.0,11.1,25.0,261.0,5.0,5.0
2016.0,Toyota,Tacoma,Pickup truck: Small,3.5,6.0,AS6,X,12.6,10.0,11.4,25.0,267.0,5.0,5.0
2016.0,Toyota,Tacoma 4WD,Pickup truck: Small,2.7,4.0,AS6,X,12.7,10.5,11.7,24.0,274.0,4.0,5.0
2016.0,Toyota,Tacoma 4WD,Pickup truck: Small,2.7,4.0,M5,X,12.4,11.4,11.9,24.0,279.0,4.0,5.0
2016.0,Toyota,Tacoma 4WD,Pickup truck: Small,3.5,6.0,AS6,X,13.1,10.5,11.9,24.0,280.0,4.0,5.0
2016.0,Toyota,Tacoma 4WD,Pickup truck: Small,3.5,6.0,M6,X,13.6,11.2,12.5,23.0,292.0,4.0,5.0
2016.0,Toyota,Tacoma 4WD D-Cab Off-Road,Pickup truck: Small,3.5,6.0,M6,X,13.8,11.7,12.9,22.0,300.0,4.0,5.0
2016.0,Toyota,Tundra,Pickup truck: Standard,4.6,8.0,AS6,X,15.9,12.3,14.3,20.0,335.0,3.0,5.0
2016.0,Toyota,Tundra,Pickup truck: Standard,5.7,8.0,AS6,X,17.3,13.0,15.4,18.0,360.0,2.0,5.0
2016.0,Toyota,Tundra 4WD,Pickup truck: Standard,4.6,8.0,AS6,X,16.9,12.9,15.1,19.0,351.0,3.0,5.0
2016.0,Toyota,Tundra 4WD,Pickup truck: Standard,5.7,8.0,AS6,X,18.2,14.1,16.3,17.0,380.0,2.0,5.0
2016.0,Toyota,Venza,Sport utility vehicle: Small,2.7,4.0,AS6,X,11.6,9.0,10.4,27.0,244.0,5.0,5.0
2016.0,Toyota,Venza,Sport utility vehicle: Small,3.5,6.0,AS6,X,12.5,9.0,10.9,26.0,256.0,5.0,5.0
2016.0,Toyota,Venza 4WD,Sport utility vehicle: Small,2.7,4.0,AS6,X,11.6,9.2,10.5,27.0,241.0,5.0,5.0
2016.0,Toyota,Venza 4WD,Sport utility vehicle: Small,3.5,6.0,AS6,X,12.8,9.3,11.3,25.0,263.0,5.0,5.0
2016.0,Toyota,Yaris,Compact,1.5,4.0,AS6,X,7.2,5.6,6.4,44.0,151.0,8.0,5.0
2016.0,Toyota,Yaris (SIL),Compact,1.5,4.0,M6,X,7.6,5.7,6.7,42.0,157.0,8.0,5.0
2016.0,Toyota,Yaris Hatchback,Compact,1.5,4.0,A4,X,7.8,6.6,7.3,39.0,170.0,8.0,5.0
2016.0,Toyota,Yaris Hatchback,Compact,1.5,4.0,M5,X,7.7,6.3,7.1,40.0,165.0,8.0,5.0
2016.0,Volkswagen,Beetle,Compact,1.8,4.0,AS6,X,9.6,7.0,8.4,34.0,196.0,7.0,5.0
2016.0,Volkswagen,Beetle,Compact,1.8,4.0,M5,X,9.5,6.9,8.4,34.0,196.0,7.0,5.0
2016.0,Volkswagen,Beetle Dune,Compact,1.8,4.0,AS6,X,9.7,7.5,8.7,32.0,203.0,6.0,5.0
2016.0,Volkswagen,Beetle Convertible,Subcompact,1.8,4.0,AS6,X,9.6,7.0,8.4,34.0,196.0,7.0,5.0
2016.0,Volkswagen,CC,Compact,2.0,4.0,AM6,Z,10.7,7.7,9.3,30.0,217.0,6.0,5.0
2016.0,Volkswagen,Golf,Compact,1.8,4.0,AS6,X,9.3,6.5,8.1,35.0,189.0,7.0,5.0
2016.0,Volkswagen,Golf,Compact,1.8,4.0,M5,X,9.3,6.4,8.0,35.0,187.0,7.0,5.0
2016.0,Volkswagen,Golf GTI,Compact,2.0,4.0,AM6,X,9.5,7.2,8.5,33.0,198.0,7.0,5.0
2016.0,Volkswagen,Golf GTI,Compact,2.0,4.0,M6,X,9.4,6.9,8.3,34.0,193.0,7.0,5.0
2016.0,Volkswagen,Golf R,Compact,2.0,4.0,AM6,Z,10.4,7.9,9.3,30.0,216.0,6.0,5.0
2016.0,Volkswagen,Golf R,Compact,2.0,4.0,M6,Z,10.9,7.7,9.4,30.0,220.0,6.0,5.0
2016.0,Volkswagen,Golf Sportwagon,Station wagon: Small,1.8,4.0,AS6,X,9.4,6.8,8.2,34.0,193.0,7.0,5.0
2016.0,Volkswagen,Golf Sportwagon,Station wagon: Small,1.8,4.0,M5,X,9.5,6.6,8.2,34.0,192.0,7.0,5.0
2016.0,Volkswagen,Jetta,Compact,1.4,4.0,AS6,X,8.5,6.0,7.3,39.0,173.0,8.0,5.0
2016.0,Volkswagen,Jetta,Compact,1.4,4.0,M5,X,8.3,5.9,7.2,39.0,168.0,8.0,5.0
2016.0,Volkswagen,Jetta,Compact,1.8,4.0,AS6,X,9.2,6.4,8.0,35.0,186.0,7.0,5.0
2016.0,Volkswagen,Jetta,Compact,1.8,4.0,M5,X,9.4,6.4,8.1,35.0,189.0,7.0,5.0
2016.0,Volkswagen,Jetta,Compact,2.0,4.0,AM6,X,9.8,7.0,8.6,33.0,201.0,7.0,5.0
2016.0,Volkswagen,Jetta,Compact,2.0,4.0,M6,X,10.1,7.2,8.8,32.0,207.0,6.0,5.0
2016.0,Volkswagen,Passat,Mid-size,1.8,4.0,AS6,X,9.4,6.3,8.0,35.0,187.0,7.0,5.0
2016.0,Volkswagen,Passat,Mid-size,1.8,4.0,M6,X,9.5,6.4,8.1,35.0,189.0,7.0,5.0
2016.0,Volkswagen,Passat,Mid-size,3.6,6.0,AM6,X,11.9,8.5,10.4,27.0,243.0,5.0,5.0
2016.0,Volkswagen,Tiguan,Sport utility vehicle: Small,2.0,4.0,AS6,Z,11.7,9.5,10.7,26.0,251.0,5.0,5.0
2016.0,Volkswagen,Tiguan,Sport utility vehicle: Small,2.0,4.0,M6,Z,13.0,9.0,11.2,25.0,259.0,5.0,5.0
2016.0,Volkswagen,Tiguan 4MOTION,Sport utility vehicle: Small,2.0,4.0,AS6,Z,11.6,9.3,10.6,27.0,248.0,5.0,5.0
2016.0,Volkswagen,Touareg TDI (modified),Sport utility vehicle: Standard,3.0,6.0,AS8,D,11.2,8.4,9.8,29.0,270.0,5.0,5.0
2016.0,Volkswagen,Touareg,Sport utility vehicle: Standard,3.6,6.0,AS8,X,14.1,10.4,12.4,23.0,292.0,4.0,5.0
2016.0,Volvo,S60 T5,Compact,2.0,4.0,AS8,X,9.6,6.7,8.3,34.0,193.0,7.0,5.0
2016.0,Volvo,S60 T5 AWD,Compact,2.5,5.0,AS6,X,11.6,8.2,10.1,28.0,233.0,5.0,5.0
2016.0,Volvo,S60 Inscription,Compact,2.0,4.0,AS8,X,9.6,6.7,8.3,34.0,193.0,7.0,5.0
2016.0,Volvo,S60 Inscription T5 AWD,Compact,2.5,5.0,AS6,X,11.6,8.2,10.1,28.0,233.0,5.0,5.0
2016.0,Volvo,S60 T6,Compact,2.0,4.0,AS8,Z,10.6,7.7,9.3,30.0,218.0,6.0,5.0
2016.0,Volvo,S60 T6 AWD,Compact,2.0,4.0,AS8,Z,11.3,8.2,9.9,29.0,231.0,5.0,5.0
2016.0,Volvo,S60 Polestar,Compact,3.0,6.0,AS6,X,13.0,9.0,11.2,25.0,259.0,5.0,5.0
2016.0,Volvo,S60 3.0T AWD,Compact,3.0,6.0,AS6,X,13.0,9.0,11.2,25.0,259.0,5.0,5.0
2016.0,Volvo,S60 CC T5 AWD,Compact,2.5,5.0,AS6,X,11.8,8.6,10.3,27.0,239.0,5.0,5.0
2016.0,Volvo,S80 T5,Mid-size,2.0,4.0,AS8,X,9.6,6.7,8.3,34.0,193.0,7.0,5.0
2016.0,Volvo,V60 T5,Station wagon: Small,2.0,4.0,AS8,X,9.6,6.7,8.3,34.0,193.0,7.0,5.0
2016.0,Volvo,V60 T5 AWD,Station wagon: Small,2.5,5.0,AS6,X,11.6,8.2,10.1,28.0,233.0,5.0,5.0
2016.0,Volvo,V60 T6 AWD,Station wagon: Small,2.0,4.0,AS8,Z,11.3,8.2,9.9,29.0,231.0,5.0,5.0
2016.0,Volvo,V60 Polestar,Station wagon: Small,3.0,6.0,AS6,X,13.0,9.0,11.2,25.0,259.0,5.0,5.0
2016.0,Volvo,V60 3.0T AWD,Station wagon: Small,3.0,6.0,AS6,X,13.0,9.0,11.2,25.0,259.0,5.0,5.0
2016.0,Volvo,V60 CC T5 AWD,Station wagon: Small,2.5,5.0,AS6,X,11.8,8.6,10.3,27.0,239.0,5.0,5.0
2016.0,Volvo,XC60 T5,Sport utility vehicle: Small,2.0,4.0,AS8,X,10.3,7.6,9.1,31.0,213.0,6.0,5.0
2016.0,Volvo,XC60 T5 AWD,Sport utility vehicle: Small,2.5,5.0,AS6,X,12.5,9.2,11.0,26.0,254.0,5.0,5.0
2016.0,Volvo,XC60 T6,Sport utility vehicle: Small,2.0,4.0,AS8,Z,11.0,8.1,9.7,29.0,226.0,6.0,5.0
2016.0,Volvo,XC60 T6 AWD,Sport utility vehicle: Small,2.0,4.0,AS8,Z,11.8,9.1,10.6,27.0,247.0,5.0,5.0
2016.0,Volvo,XC60 3.0T AWD,Sport utility vehicle: Small,3.0,6.0,AS6,X,13.7,10.1,12.0,24.0,276.0,4.0,5.0
2016.0,Volvo,XC70 T5,Sport utility vehicle: Small,2.0,4.0,AS8,X,10.3,7.6,9.1,31.0,213.0,6.0,5.0
2016.0,Volvo,XC70 T5 AWD,Sport utility vehicle: Small,2.5,5.0,AS6,X,12.5,9.2,11.0,26.0,254.0,5.0,5.0
2016.0,Volvo,XC90 T5,Sport utility vehicle: Standard,2.0,4.0,AS8,Z,10.6,9.1,10.0,28.0,232.0,5.0,5.0
2016.0,Volvo,XC90 T5 AWD,Sport utility vehicle: Standard,2.0,4.0,AS8,Z,10.8,9.5,10.2,28.0,239.0,5.0,5.0
2016.0,Volvo,XC90 T6 AWD,Sport utility vehicle: Standard,2.0,4.0,AS8,Z,11.5,9.5,10.6,27.0,247.0,5.0,5.0
2017.0,Acura,ILX,Compact,2.4,4.0,AM8,Z,9.4,6.8,8.2,34.0,192.0,7.0,6.0
2017.0,Acura,MDX Hybrid AWD,Sport utility vehicle: Small,3.0,6.0,AM7,Z,9.1,9.0,9.0,31.0,210.0,6.0,6.0
2017.0,Acura,MDX SH-AWD,Sport utility vehicle: Small,3.5,6.0,AS9,Z,12.6,9.0,11.0,26.0,259.0,4.0,6.0
2017.0,Acura,MDX SH-AWD Elite,Sport utility vehicle: Small,3.5,6.0,AS9,Z,12.2,9.0,10.7,26.0,251.0,5.0,6.0
2017.0,Acura,NSX,Two-seater,3.5,6.0,AM9,Z,11.1,10.8,11.0,26.0,261.0,4.0,6.0
2017.0,Acura,RDX AWD,Sport utility vehicle: Small,3.5,6.0,AS6,Z,12.4,8.7,10.7,26.0,250.0,5.0,6.0
2017.0,Acura,RLX Hybrid,Mid-size,3.5,6.0,AM7,Z,8.2,7.8,8.1,35.0,190.0,7.0,8.0
2017.0,Acura,TLX,Compact,2.4,4.0,AM8,Z,9.6,6.6,8.3,34.0,197.0,6.0,6.0
2017.0,Acura,TLX SH-AWD,Compact,3.5,6.0,AS9,Z,11.2,7.5,9.6,29.0,226.0,5.0,6.0
2017.0,Alfa Romeo,4C,Two-seater,1.8,4.0,AM6,Z,9.7,6.9,8.4,34.0,197.0,6.0,5.0
2017.0,Alfa Romeo,4C Spider,Two-seater,1.8,4.0,AM6,Z,9.7,6.9,8.4,34.0,197.0,6.0,5.0
2017.0,Alfa Romeo,Giulia,Mid-size,2.0,4.0,A8,Z,10.0,7.2,8.7,32.0,205.0,6.0,6.0
2017.0,Alfa Romeo,Giulia AWD,Mid-size,2.0,4.0,A8,Z,10.5,7.7,9.2,31.0,217.0,6.0,6.0
2017.0,Alfa Romeo,Giulia Quadrifoglio,Mid-size,2.9,6.0,A8,Z,13.8,9.6,11.9,24.0,280.0,4.0,6.0
2017.0,Aston Martin,DB11 V12,Minicompact,5.2,12.0,A8,Z,15.5,11.4,13.7,21.0,322.0,3.0,6.0
2017.0,Aston Martin,Rapide S,Subcompact,6.0,12.0,A8,Z,16.7,10.9,14.1,20.0,331.0,3.0,6.0
2017.0,Aston Martin,Vanquish,Minicompact,6.0,12.0,A8,Z,17.5,11.4,14.7,19.0,345.0,2.0,6.0
2017.0,Aston Martin,V12 Vantage S,Two-seater,6.0,12.0,AM7,Z,19.4,12.8,16.4,17.0,388.0,1.0,6.0
2017.0,Aston Martin,V12 Vantage S,Two-seater,6.0,12.0,M7,Z,23.2,14.4,19.2,15.0,450.0,1.0,6.0
2017.0,Audi,A3,Subcompact,2.0,4.0,AM7,X,9.1,6.8,8.0,35.0,188.0,7.0,8.0
2017.0,Audi,A3 quattro,Subcompact,2.0,4.0,AM6,X,9.7,7.5,8.7,32.0,205.0,6.0,8.0
2017.0,Audi,A3 Cabriolet quattro,Subcompact,2.0,4.0,AM6,X,10.8,8.0,9.5,30.0,223.0,5.0,8.0
2017.0,Audi,A4 Ultra,Compact,2.0,4.0,AM7,Z,8.6,6.4,7.6,37.0,177.0,7.0,6.0
2017.0,Audi,A4 quattro,Compact,2.0,4.0,AM7,Z,9.8,7.7,8.8,32.0,205.0,6.0,6.0
2017.0,Audi,A4 quattro,Compact,2.0,4.0,M6,Z,9.9,7.0,8.6,33.0,204.0,6.0,6.0
2017.0,Audi,A4 allroad quattro,Station wagon: Small,2.0,4.0,AM7,Z,10.2,8.3,9.3,30.0,217.0,6.0,6.0
2017.0,Audi,A5 quattro,Subcompact,2.0,4.0,AS8,Z,11.0,8.0,9.7,29.0,226.0,5.0,6.0
2017.0,Audi,A5 quattro,Subcompact,2.0,4.0,M6,Z,10.4,7.3,9.0,31.0,210.0,6.0,6.0
2017.0,Audi,A5 Cabriolet quattro,Subcompact,2.0,4.0,AS8,Z,11.3,8.2,9.9,29.0,231.0,5.0,6.0
2017.0,Audi,A6 quattro,Mid-size,2.0,4.0,AS8,Z,10.9,7.5,9.4,30.0,220.0,5.0,7.0
2017.0,Audi,A6 quattro,Mid-size,3.0,6.0,AS8,Z,11.5,8.2,10.0,28.0,238.0,5.0,6.0
2017.0,Audi,A7 quattro,Mid-size,3.0,6.0,AS8,Z,11.5,8.2,10.0,28.0,238.0,5.0,6.0
2017.0,Audi,A8,Mid-size,3.0,6.0,AS8,Z,12.6,8.0,10.5,27.0,246.0,5.0,6.0
2017.0,Audi,A8,Mid-size,4.0,8.0,AS8,Z,12.9,8.0,10.7,26.0,249.0,5.0,6.0
2017.0,Audi,A8L,Full-size,4.0,8.0,AS8,Z,13.1,8.3,10.9,26.0,255.0,5.0,6.0
2017.0,Audi,Q3,Compact,2.0,4.0,AS6,Z,11.9,8.4,10.3,27.0,243.0,5.0,6.0
2017.0,Audi,Q3 quattro,Compact,2.0,4.0,AS6,Z,11.9,8.4,10.3,27.0,241.0,5.0,6.0
2017.0,Audi,Q5,Sport utility vehicle: Small,2.0,4.0,AS8,Z,12.0,8.6,10.5,27.0,246.0,5.0,6.0
2017.0,Audi,Q5,Sport utility vehicle: Small,3.0,6.0,AS8,Z,13.2,9.2,11.4,25.0,267.0,4.0,6.0
2017.0,Audi,Q7,Sport utility vehicle: Standard,2.0,4.0,AS8,Z,11.9,9.6,10.8,26.0,253.0,5.0,6.0
2017.0,Audi,Q7,Sport utility vehicle: Standard,3.0,6.0,AS8,Z,12.6,9.4,11.1,25.0,260.0,4.0,5.0
2017.0,Audi,R8,Two-seater,5.2,10.0,AM7,Z,16.5,11.2,14.1,20.0,330.0,3.0,5.0
2017.0,Audi,R8 Spyder,Two-seater,5.2,10.0,AM7,Z,16.5,11.2,14.1,20.0,330.0,3.0,5.0
2017.0,Audi,RS 7,Mid-size,4.0,8.0,AS8,Z,16.2,9.3,13.1,22.0,309.0,3.0,6.0
2017.0,Audi,S3,Subcompact,2.0,4.0,AM6,Z,11.0,8.5,9.9,29.0,232.0,5.0,6.0
2017.0,Audi,S5,Subcompact,3.0,6.0,AM7,Z,13.0,8.5,11.0,26.0,259.0,4.0,6.0
2017.0,Audi,S5,Subcompact,3.0,6.0,M6,Z,13.8,9.0,11.7,24.0,273.0,4.0,6.0
2017.0,Audi,S5 Cabriolet,Subcompact,3.0,6.0,AM7,Z,13.3,9.1,11.4,25.0,266.0,4.0,6.0
2017.0,Audi,S6,Mid-size,4.0,8.0,AM7,Z,13.3,8.8,11.3,25.0,263.0,4.0,6.0
2017.0,Audi,S7,Mid-size,4.0,8.0,AM7,Z,13.4,8.8,11.4,25.0,265.0,4.0,6.0
2017.0,Audi,S8,Mid-size,4.0,8.0,AS8,Z,16.2,9.9,13.4,21.0,312.0,3.0,6.0
2017.0,Audi,SQ5,Sport utility vehicle: Small,3.0,6.0,AS8,Z,14.1,9.9,12.2,23.0,285.0,4.0,6.0
2017.0,Audi,TT Coupe quattro,Subcompact,2.0,4.0,AM6,X,10.1,7.8,9.1,31.0,209.0,6.0,8.0
2017.0,Audi,TT Roadster quattro,Two-seater,2.0,4.0,AM6,X,10.1,7.8,9.1,31.0,209.0,6.0,8.0
2017.0,Audi,TTS Coupe quattro,Subcompact,2.0,4.0,AM6,Z,10.3,8.6,9.5,30.0,222.0,5.0,6.0
2017.0,Bentley,Bentayga,Sport utility vehicle: Standard,6.0,12.0,AS8,Z,18.8,12.2,15.9,18.0,370.0,2.0,6.0
2017.0,Bentley,Continental GT,Compact,4.0,8.0,AS8,Z,16.1,9.4,13.1,22.0,307.0,3.0,6.0
2017.0,Bentley,Continental GT,Compact,6.0,12.0,AS8,Z,18.9,11.2,15.4,18.0,360.0,2.0,5.0
2017.0,Bentley,Continental GT Convertible,Subcompact,4.0,8.0,AS8,Z,17.7,10.3,14.4,20.0,337.0,2.0,6.0
2017.0,Bentley,Continental GT Convertible,Subcompact,6.0,12.0,AS8,Z,19.6,11.7,16.0,18.0,375.0,2.0,5.0
2017.0,Bentley,Flying Spur,Mid-size,4.0,8.0,AS8,Z,17.0,9.9,13.8,20.0,321.0,3.0,6.0
2017.0,Bentley,Flying Spur,Mid-size,6.0,12.0,AS8,Z,19.6,11.7,16.0,18.0,375.0,2.0,5.0
2017.0,Bentley,Mulsanne,Mid-size,6.8,8.0,AS8,Z,21.3,12.8,17.5,16.0,407.0,1.0,5.0
2017.0,Bentley,Mulsanne EWB,Mid-size,6.8,8.0,AS8,Z,22.2,13.6,18.3,15.0,430.0,1.0,5.0
2017.0,BMW,230i Cabriolet,Subcompact,2.0,4.0,AS8,Z,10.0,7.2,8.7,32.0,207.0,6.0,8.0
2017.0,BMW,230i xDrive Cabriolet,Subcompact,2.0,4.0,AS8,Z,10.5,7.4,9.1,31.0,213.0,6.0,8.0
2017.0,BMW,230i Coupe,Subcompact,2.0,4.0,AS8,Z,9.8,6.8,8.4,34.0,197.0,6.0,8.0
2017.0,BMW,230i Coupe,Subcompact,2.0,4.0,M6,Z,11.1,7.3,9.4,30.0,219.0,5.0,8.0
2017.0,BMW,230i xDrive Coupe,Subcompact,2.0,4.0,AS8,Z,10.2,7.4,9.0,31.0,210.0,6.0,8.0
2017.0,BMW,320i,Compact,2.0,4.0,AS8,Z,10.0,6.5,8.4,34.0,200.0,6.0,6.0
2017.0,BMW,320i,Compact,2.0,4.0,M6,Z,10.2,6.7,8.6,33.0,202.0,6.0,6.0
2017.0,BMW,320i xDrive,Compact,2.0,4.0,AS8,Z,10.3,6.9,8.8,32.0,206.0,6.0,6.0
2017.0,BMW,328d xDrive,Compact,2.0,4.0,AS8,D,7.9,5.9,7.0,40.0,189.0,7.0,6.0
2017.0,BMW,328d xDrive Touring,Station wagon: Small,2.0,4.0,AS8,D,7.9,5.9,7.0,40.0,189.0,7.0,6.0
2017.0,BMW,330i xDrive,Compact,2.0,4.0,AS8,Z,10.5,7.4,9.1,31.0,213.0,6.0,8.0
2017.0,BMW,330i xDrive Gran Turismo,Full-size,2.0,4.0,AS8,Z,10.5,7.4,9.1,31.0,213.0,6.0,8.0
2017.0,BMW,330i xDrive Touring,Station wagon: Small,2.0,4.0,AS8,Z,10.5,7.4,9.1,31.0,213.0,6.0,8.0
2017.0,BMW,340i,Compact,3.0,6.0,AS8,Z,11.1,7.8,9.6,29.0,224.0,5.0,6.0
2017.0,BMW,340i,Compact,3.0,6.0,M6,Z,12.2,8.2,10.4,27.0,242.0,5.0,6.0
2017.0,BMW,340i xDrive,Compact,3.0,6.0,AS8,Z,11.4,7.8,9.8,29.0,228.0,5.0,6.0
2017.0,BMW,340i xDrive,Compact,3.0,6.0,M6,Z,12.2,8.5,10.5,27.0,246.0,5.0,6.0
2017.0,BMW,340i xDrive Gran Turismo,Full-size,3.0,6.0,AS8,Z,11.9,8.1,10.2,28.0,238.0,5.0,6.0
2017.0,BMW,430i xDrive Cabriolet,Subcompact,2.0,4.0,AS8,Z,10.6,7.3,9.1,31.0,211.0,6.0,8.0
2017.0,BMW,430i xDrive Coupe,Compact,2.0,4.0,AS8,Z,10.5,7.4,9.1,31.0,213.0,6.0,8.0
2017.0,BMW,430i xDrive Gran Coupe,Compact,2.0,4.0,AS8,Z,10.5,7.4,9.1,31.0,213.0,6.0,8.0
2017.0,BMW,440i xDrive Cabriolet,Subcompact,3.0,6.0,AS8,Z,11.9,8.1,10.2,28.0,238.0,5.0,6.0
