Model year,Make,Model,Vehicle class,Engine size (L),Cylinders,Transmission,Fuel type,City (L/100 km),Highway (L/100 km),Combined (L/100 km),Combined (mpg),CO2 emissions (g/km),CO2 rating,Smog rating
2023.0,Lexus,RC 300 AWD,Subcompact,3.5,6.0,AS6,Z,12.2,9.0,10.8,26.0,253.0,5.0,5.0
2023.0,Lexus,RC 350 AWD,Subcompact,3.5,6.0,AS6,Z,12.2,9.0,10.8,26.0,253.0,5.0,5.0
2023.0,Lexus,RC F,Subcompact,5.0,8.0,AS8,Z,14.4,9.6,12.2,23.0,285.0,4.0,5.0
2023.0,Lexus,RX 350 AWD,Sport utility vehicle: Small,2.4,4.0,AS8,Z,11.2,8.4,9.9,29.0,231.0,5.0,7.0
2023.0,Lexus,RX 350h AWD,Sport utility vehicle: Small,2.5,4.0,AV6,Z,6.3,6.8,6.5,43.0,151.0,7.0,7.0
2023.0,Lexus,RX 500h AWD,Sport utility vehicle: Small,2.4,4.0,AS6,Z,8.7,8.4,8.6,33.0,199.0,6.0,7.0
2023.0,Lexus,UX 250h AWD,Compact,2.0,4.0,AV6,X,5.7,6.2,6.0,47.0,140.0,7.0,7.0
2023.0,Lincoln,Aviator AWD,Sport utility vehicle: Standard,3.0,6.0,AS10,X,13.7,9.7,11.9,24.0,280.0,4.0,5.0
2023.0,Lincoln,Aviator AWD (Without Stop-Start),Sport utility vehicle: Standard,3.0,6.0,AS10,X,14.7,9.8,12.5,23.0,292.0,4.0,5.0
2023.0,Lincoln,Corsair AWD,Sport utility vehicle: Small,2.0,4.0,AS8,X,11.2,8.3,9.9,29.0,232.0,5.0,7.0
2023.0,Lincoln,Nautilus AWD,Sport utility vehicle: Small,2.0,4.0,A8,X,11.6,9.4,10.6,27.0,249.0,5.0,6.0
2023.0,Lincoln,Nautilus AWD,Sport utility vehicle: Small,2.0,4.0,AS8,X,11.5,9.4,10.6,27.0,249.0,5.0,6.0
2023.0,Lincoln,Nautilus AWD,Sport utility vehicle: Small,2.7,6.0,AS8,X,12.7,9.3,11.2,25.0,262.0,4.0,6.0
2023.0,Lincoln,Navigator 4X4,Sport utility vehicle: Standard,3.5,6.0,AS10,X,15.2,10.8,13.2,21.0,310.0,4.0,6.0
2023.0,Lincoln,Navigator 4X4 (Without Stop-Start),Sport utility vehicle: Standard,3.5,6.0,AS10,X,15.7,11.1,13.6,21.0,320.0,3.0,6.0
2023.0,Maserati,Ghibli GT,Mid-size,3.0,6.0,A8,Z,13.4,9.4,11.6,24.0,271.0,4.0,3.0
2023.0,Maserati,Ghibli Modena,Mid-size,3.0,6.0,A8,Z,13.4,9.4,11.6,24.0,271.0,4.0,3.0
2023.0,Maserati,Ghibli Modena AWD,Mid-size,3.0,6.0,A8,Z,14.1,9.5,12.0,24.0,284.0,4.0,3.0
2023.0,Maserati,Ghibli Trofeo,Mid-size,3.8,8.0,A8,Z,17.4,11.9,14.9,19.0,348.0,3.0,1.0
2023.0,Maserati,Grecale GT,Sport utility vehicle: Small,2.0,4.0,A8,Z,10.6,8.0,9.4,30.0,218.0,5.0,5.0
2023.0,Maserati,Grecale Modena,Sport utility vehicle: Small,2.0,4.0,A8,Z,10.6,8.0,9.4,30.0,218.0,5.0,5.0
2023.0,Maserati,Grecale Trofeo,Sport utility vehicle: Small,3.0,6.0,A8,Z,13.3,9.5,11.6,24.0,268.0,4.0,5.0
2023.0,Maserati,Levante GT,Sport utility vehicle: Standard,3.0,6.0,A8,Z,15.1,10.9,13.2,21.0,308.0,4.0,3.0
2023.0,Maserati,Levante Modena,Sport utility vehicle: Standard,3.0,6.0,A8,Z,15.1,10.9,13.2,21.0,308.0,4.0,3.0
2023.0,Maserati,Levante Modena V8,Sport utility vehicle: Standard,3.8,8.0,A8,Z,17.4,12.0,15.0,19.0,349.0,3.0,1.0
2023.0,Maserati,Levante Trofeo,Sport utility vehicle: Standard,3.8,8.0,A8,Z,17.4,12.0,15.0,19.0,349.0,3.0,1.0
2023.0,Maserati,MC20,Two-seater,3.0,6.0,AS8,Z,15.4,9.5,12.8,22.0,295.0,4.0,5.0
2023.0,Maserati,MC20 Spyder,Two-seater,3.0,6.0,AS8,Z,15.6,9.4,12.8,22.0,299.0,4.0,5.0
2023.0,Maserati,Quattroporte GT,Full-size,3.0,6.0,A8,Z,14.4,9.3,12.1,23.0,281.0,4.0,3.0
2023.0,Maserati,Quattroporte Modena,Full-size,3.0,6.0,A8,Z,14.4,9.3,12.1,23.0,281.0,4.0,3.0
2023.0,Maserati,Quattroporte Modena AWD,Full-size,3.0,6.0,A8,Z,14.1,9.5,12.0,24.0,284.0,4.0,3.0
2023.0,Maserati,Quattroporte Trofeo,Full-size,3.8,8.0,A8,Z,17.4,11.9,14.9,19.0,348.0,3.0,1.0
2023.0,Mazda,CX-30 4WD,Sport utility vehicle: Small,2.0,4.0,AS6,X,9.4,7.7,8.6,33.0,202.0,5.0,7.0
2023.0,Mazda,CX-30 4WD,Sport utility vehicle: Small,2.5,4.0,AS6,X,9.0,7.1,8.2,34.0,192.0,6.0,7.0
2023.0,Mazda,CX-30 Turbo 4WD,Sport utility vehicle: Small,2.5,4.0,AS6,X,10.5,7.9,9.3,30.0,220.0,5.0,5.0
2023.0,Mazda,CX-5 4WD,Sport utility vehicle: Small,2.5,4.0,AS6,X,9.8,7.9,9.0,31.0,209.0,5.0,6.0
2023.0,Mazda,CX-5 Turbo 4WD,Sport utility vehicle: Small,2.5,4.0,AS6,X,10.8,8.7,9.8,29.0,230.0,5.0,5.0
2023.0,Mazda,CX-50 4WD,Sport utility vehicle: Small,2.5,4.0,AS6,X,9.7,7.9,8.9,32.0,209.0,5.0,7.0
2023.0,Mazda,CX-50 Turbo 4WD,Sport utility vehicle: Small,2.5,4.0,AS6,X,10.4,8.1,9.4,30.0,220.0,5.0,3.0
2023.0,Mazda,CX-9 4WD,Sport utility vehicle: Small,2.5,4.0,AS6,X,11.6,9.1,10.5,27.0,245.0,5.0,5.0
2023.0,Mazda,Mazda3 4-Door,Compact,2.0,4.0,AS6,X,8.4,6.6,7.6,37.0,178.0,6.0,7.0
2023.0,Mazda,Mazda3 4-Door (SIL),Compact,2.0,4.0,M6,X,8.7,6.4,7.7,37.0,180.0,6.0,7.0
2023.0,Mazda,Mazda3 4-Door,Compact,2.5,4.0,AS6,X,8.6,6.4,7.6,37.0,179.0,6.0,7.0
2023.0,Mazda,Mazda3 4-Door 4WD,Compact,2.5,4.0,AS6,X,8.8,6.6,7.9,36.0,185.0,6.0,7.0
2023.0,Mazda,Mazda3 4-Door Turbo 4WD,Compact,2.5,4.0,AS6,X,10.1,7.3,8.8,32.0,207.0,5.0,5.0
2023.0,Mazda,Mazda3 5-Door,Mid-size,2.0,4.0,AS6,X,8.6,6.7,7.7,37.0,181.0,6.0,7.0
2023.0,Mazda,Mazda3 5-Door (SIL),Mid-size,2.0,4.0,M6,X,8.7,6.6,7.8,36.0,181.0,6.0,7.0
2023.0,Mazda,Mazda3 5-Door,Mid-size,2.5,4.0,AS6,X,8.7,6.7,7.8,36.0,183.0,6.0,7.0
2023.0,Mazda,Mazda3 5-Door (SIL),Mid-size,2.5,4.0,M6,X,9.0,6.4,7.8,36.0,184.0,6.0,7.0
2023.0,Mazda,Mazda3 5-Door 4WD,Mid-size,2.5,4.0,AS6,X,9.0,7.0,8.1,35.0,190.0,6.0,7.0
2023.0,Mazda,Mazda3 5-Door Turbo 4WD,Mid-size,2.5,4.0,AS6,X,10.1,7.5,8.9,32.0,209.0,5.0,5.0
2023.0,Mazda,MX-5,Two-seater,2.0,4.0,AS6,Z,9.0,6.6,7.9,36.0,186.0,6.0,3.0
2023.0,Mazda,MX-5 (SIL),Two-seater,2.0,4.0,M6,Z,9.0,7.0,8.1,35.0,189.0,6.0,3.0
2023.0,Mercedes-Benz,AMG C 43 4MATIC Cabriolet,Subcompact,3.0,6.0,A9,Z,13.3,9.2,11.4,25.0,268.0,4.0,5.0
2023.0,Mercedes-Benz,AMG C 43 4MATIC Coupe,Subcompact,3.0,6.0,A9,Z,12.9,8.7,11.0,26.0,257.0,5.0,5.0
2023.0,Mercedes-Benz,AMG C 43 4MATIC Sedan,Compact,2.0,4.0,A9,Z,12.1,9.0,10.7,26.0,251.0,5.0,6.0
2023.0,Mercedes-Benz,AMG CLA 35 4MATIC Coupe,Compact,2.0,4.0,AM7,Z,11.4,8.1,9.9,29.0,232.0,5.0,5.0
2023.0,Mercedes-Benz,AMG CLA 45 4MATIC Coupe,Compact,2.0,4.0,AM8,Z,12.0,8.3,10.3,27.0,241.0,5.0,3.0
2023.0,Mercedes-Benz,AMG CLS 53 4MATIC+ Coupe,Compact,3.0,6.0,A9,Z,11.6,8.8,10.3,27.0,241.0,5.0,6.0
2023.0,Mercedes-Benz,AMG E 53 4MATIC+ Sedan,Mid-size,3.0,6.0,A9,Z,11.0,8.1,9.7,29.0,227.0,5.0,6.0
2023.0,Mercedes-Benz,AMG E 53 4MATIC+ Cabriolet,Subcompact,3.0,6.0,A9,Z,11.6,8.7,10.3,27.0,242.0,5.0,6.0
2023.0,Mercedes-Benz,AMG E 53 4MATIC+ Coupe,Subcompact,3.0,6.0,A9,Z,11.5,8.5,10.2,28.0,238.0,5.0,6.0
2023.0,Mercedes-Benz,AMG E 63 4MATIC+ All-Terrain Wagon,Station wagon: Mid-size,4.0,8.0,A9,Z,15.6,8.4,12.3,23.0,312.0,4.0,5.0
2023.0,Mercedes-Benz,AMG E 63 S 4MATIC+ Sedan,Mid-size,4.0,8.0,A9,Z,14.8,9.9,12.6,22.0,296.0,4.0,5.0
2023.0,Mercedes-Benz,AMG G 63 SUV,Sport utility vehicle: Standard,4.0,8.0,A9,Z,19.5,15.5,17.7,16.0,415.0,1.0,3.0
2023.0,Mercedes-Benz,AMG GLA 35 4MATIC SUV,Station wagon: Small,2.0,4.0,AM8,Z,10.7,8.0,9.5,30.0,222.0,5.0,5.0
2023.0,Mercedes-Benz,AMG GLA 45 4MATIC SUV,Station wagon: Small,2.0,4.0,AM8,Z,12.2,9.3,10.9,26.0,256.0,5.0,3.0
2023.0,Mercedes-Benz,AMG GLB 35 4MATIC SUV,Station wagon: Mid-size,2.0,4.0,AM8,Z,11.3,8.7,10.2,28.0,238.0,5.0,5.0
2023.0,Mercedes-Benz,AMG GLC 43 4MATIC Coupe,Sport utility vehicle: Small,3.0,6.0,A9,Z,13.5,9.7,11.8,24.0,274.0,4.0,5.0
2023.0,Mercedes-Benz,AMG GLE 53 4MATIC+ SUV,Sport utility vehicle: Standard,3.0,6.0,A9,Z,13.4,10.7,12.2,23.0,284.0,4.0,6.0
2023.0,Mercedes-Benz,AMG GLE 53 4MATIC+ Coupe,Sport utility vehicle: Standard,3.0,6.0,A9,Z,13.1,10.4,11.9,24.0,277.0,4.0,6.0
2023.0,Mercedes-Benz,AMG GLE 63 S 4MATIC+ SUV,Sport utility vehicle: Standard,4.0,8.0,A9,Z,16.3,12.6,14.7,19.0,343.0,3.0,5.0
2023.0,Mercedes-Benz,AMG GLE 63 S 4MATIC+ Coupe,Sport utility vehicle: Standard,4.0,8.0,A9,Z,16.5,12.8,14.8,19.0,347.0,3.0,5.0
2023.0,Mercedes-Benz,AMG GLS 63 4MATIC+ SUV,Sport utility vehicle: Standard,4.0,8.0,A9,Z,16.6,13.2,15.1,19.0,354.0,3.0,5.0
2023.0,Mercedes-Benz,AMG GT 53 4MATIC+ Coupe,Compact,3.0,6.0,A9,Z,12.3,9.8,11.2,25.0,262.0,4.0,6.0
2023.0,Mercedes-Benz,AMG GT 63 4MATIC+ Coupe,Compact,4.0,8.0,A9,Z,16.1,11.4,14.0,20.0,329.0,3.0,5.0
2023.0,Mercedes-Benz,AMG GT 63 S 4MATIC+ Coupe,Compact,4.0,8.0,A9,Z,16.1,11.4,14.0,20.0,329.0,3.0,5.0
2023.0,Mercedes-Benz,AMG SL 63 4MATIC+ Roadster,Minicompact,4.0,8.0,A9,Z,18.2,11.8,15.3,18.0,360.0,2.0,5.0
2023.0,Mercedes-Benz,C 300 4MATIC Cabriolet,Subcompact,2.0,4.0,A9,Z,11.0,7.8,9.5,30.0,223.0,5.0,6.0
2023.0,Mercedes-Benz,C 300 4MATIC Coupe,Subcompact,2.0,4.0,A9,Z,10.7,7.6,9.3,30.0,218.0,5.0,6.0
2023.0,Mercedes-Benz,C 300 4MATIC Sedan,Compact,2.0,4.0,A9,Z,9.8,7.1,8.6,33.0,201.0,6.0,7.0
2023.0,Mercedes-Benz,CLA 250 4MATIC Coupe,Compact,2.0,4.0,AM7,Z,9.8,7.0,8.6,33.0,200.0,6.0,5.0
2023.0,Mercedes-Benz,CLS 450 4MATIC Coupe,Compact,3.0,6.0,A9,Z,11.0,8.2,9.7,29.0,229.0,5.0,6.0
2023.0,Mercedes-Benz,E 350 4MATIC Sedan,Mid-size,2.0,4.0,A9,Z,11.2,8.0,9.7,29.0,228.0,5.0,6.0
2023.0,Mercedes-Benz,E 450 4MATIC Cabriolet,Subcompact,3.0,6.0,A9,Z,11.2,8.4,9.9,29.0,233.0,5.0,6.0
2023.0,Mercedes-Benz,E 450 4MATIC Coupe,Subcompact,3.0,6.0,A9,Z,11.0,8.0,9.6,29.0,225.0,5.0,6.0
2023.0,Mercedes-Benz,E 450 4MATIC Sedan,Mid-size,3.0,6.0,A9,Z,10.6,7.8,9.3,30.0,219.0,5.0,6.0
2023.0,Mercedes-Benz,E 450 4MATIC All-Terrain Wagon,Station wagon: Mid-size,3.0,6.0,A9,Z,11.4,8.3,10.0,28.0,233.0,5.0,6.0
2023.0,Mercedes-Benz,G 550 SUV,Sport utility vehicle: Standard,4.0,8.0,A9,Z,17.9,14.4,16.3,17.0,383.0,2.0,3.0
2023.0,Mercedes-Benz,GLA 250 4MATIC SUV,Sport utility vehicle: Small,2.0,4.0,AM8,Z,10.3,7.3,9.0,31.0,210.0,5.0,5.0
2023.0,Mercedes-Benz,GLB 250 4MATIC SUV,Sport utility vehicle: Small,2.0,4.0,AM8,Z,10.7,7.9,9.4,30.0,221.0,5.0,5.0
2023.0,Mercedes-Benz,GLC 300 4MATIC SUV,Sport utility vehicle: Small,2.0,4.0,A9,Z,10.4,9.1,9.8,29.0,229.0,5.0,7.0
2023.0,Mercedes-Benz,GLC 300 4MATIC Coupe,Sport utility vehicle: Small,2.0,4.0,A9,Z,12.2,9.2,10.9,26.0,253.0,5.0,6.0
2023.0,Mercedes-Benz,GLE 350 4MATIC SUV,Sport utility vehicle: Standard,2.0,4.0,A9,Z,12.1,9.6,11.0,26.0,257.0,5.0,5.0
2023.0,Mercedes-Benz,GLE 450 4MATIC SUV,Sport utility vehicle: Standard,3.0,6.0,A9,Z,11.5,9.3,10.5,27.0,245.0,5.0,6.0
2023.0,Mercedes-Benz,GLE 450 4MATIC Coupe,Sport utility vehicle: Standard,3.0,6.0,A9,Z,11.7,9.2,10.5,27.0,247.0,5.0,6.0
2023.0,Mercedes-Benz,GLS 450 4MATIC SUV,Sport utility vehicle: Standard,3.0,6.0,A9,Z,12.7,10.1,11.6,24.0,270.0,4.0,6.0
2023.0,Mercedes-Benz,GLS 580 4MATIC SUV,Sport utility vehicle: Standard,4.0,8.0,A9,Z,14.9,11.2,13.2,21.0,310.0,4.0,5.0
2023.0,Mercedes-Benz,GLS 600 4MATIC Maybach SUV,Sport utility vehicle: Standard,4.0,8.0,A9,Z,16.8,12.4,14.8,19.0,346.0,3.0,5.0
2023.0,Mercedes-Benz,Maybach S 580 4MATIC Sedan,Full-size,4.0,8.0,A9,Z,15.9,9.6,13.0,22.0,305.0,4.0,5.0
2023.0,Mercedes-Benz,Maybach S 680 4MATIC Sedan,Full-size,6.0,12.0,A9,Z,20.5,11.5,16.4,17.0,384.0,2.0,3.0
2023.0,Mercedes-Benz,Metris Cargo Van,Special purpose vehicle,2.0,4.0,A9,Z,12.6,10.4,11.6,24.0,271.0,4.0,6.0
2023.0,Mercedes-Benz,Metris Cargo Van LWB,Special purpose vehicle,2.0,4.0,A9,Z,12.6,10.4,11.6,24.0,271.0,4.0,6.0
2023.0,Mercedes-Benz,Metris Passenger Van,Special purpose vehicle,2.0,4.0,A9,Z,13.4,10.8,12.3,23.0,285.0,4.0,6.0
2023.0,Mercedes-Benz,S 500 4MATIC Sedan,Full-size,3.0,6.0,A9,Z,12.0,8.4,10.4,27.0,242.0,5.0,6.0
2023.0,Mercedes-Benz,S 580 4MATIC Sedan,Full-size,4.0,8.0,A9,Z,14.3,9.5,12.2,23.0,285.0,4.0,5.0
2023.0,MINI,Cooper 3 Door,Subcompact,1.5,3.0,AM7,Z,8.2,6.2,7.3,39.0,170.0,6.0,7.0
2023.0,MINI,Cooper 3 Door,Subcompact,1.5,3.0,M6,Z,8.6,6.3,7.6,37.0,177.0,6.0,7.0
2023.0,MINI,Cooper 5 Door,Subcompact,1.5,3.0,AM7,Z,8.2,6.2,7.3,39.0,170.0,6.0,7.0
2023.0,MINI,Cooper 5 Door,Subcompact,1.5,3.0,M6,Z,8.6,6.3,7.6,37.0,177.0,6.0,7.0
2023.0,MINI,Cooper Clubman ALL4,Mid-size,1.5,3.0,AS8,Z,9.6,7.1,8.5,33.0,199.0,6.0,7.0
2023.0,MINI,Cooper Convertible,Minicompact,1.5,3.0,AM7,Z,8.2,6.2,7.3,39.0,170.0,6.0,7.0
2023.0,MINI,Cooper Convertible,Minicompact,1.5,3.0,M6,Z,8.6,6.3,7.6,37.0,177.0,6.0,7.0
2023.0,MINI,Cooper Countryman,Mid-size,1.5,3.0,AM7,Z,9.1,7.3,8.3,34.0,194.0,6.0,7.0
2023.0,MINI,Cooper Countryman ALL4,Mid-size,1.5,3.0,AS8,Z,10.1,7.6,9.0,31.0,209.0,5.0,7.0
2023.0,MINI,Cooper S 3 Door,Subcompact,2.0,4.0,AM7,Z,8.5,6.2,7.5,38.0,174.0,6.0,7.0
2023.0,MINI,Cooper S 3 Door,Subcompact,2.0,4.0,M6,Z,10.3,7.0,8.8,32.0,205.0,5.0,7.0
2023.0,MINI,Cooper S 5 Door,Subcompact,2.0,4.0,AM7,Z,8.5,6.2,7.5,38.0,174.0,6.0,7.0
2023.0,MINI,Cooper S 5 Door,Subcompact,2.0,4.0,M6,Z,10.3,7.0,8.8,32.0,205.0,5.0,7.0
2023.0,MINI,Cooper S Clubman,Mid-size,2.0,4.0,AM7,Z,9.3,6.8,8.2,34.0,191.0,6.0,7.0
2023.0,MINI,Cooper S Clubman,Mid-size,2.0,4.0,M6,Z,10.9,7.4,9.3,30.0,217.0,5.0,7.0
2023.0,MINI,Cooper S Clubman ALL4,Mid-size,2.0,4.0,AS8,Z,10.1,7.3,8.9,32.0,206.0,5.0,7.0
2023.0,MINI,Cooper S Convertible,Minicompact,2.0,4.0,AM7,Z,8.8,6.5,7.8,36.0,182.0,6.0,7.0
2023.0,MINI,Cooper S Convertible,Minicompact,2.0,4.0,M6,Z,10.1,7.1,8.8,32.0,205.0,5.0,7.0
2023.0,MINI,Cooper S Countryman,Mid-size,2.0,4.0,AM7,Z,9.7,7.2,8.5,33.0,199.0,6.0,7.0
2023.0,MINI,Cooper S Countryman ALL4,Mid-size,2.0,4.0,AS8,Z,10.4,7.5,9.1,31.0,212.0,5.0,7.0
2023.0,MINI,John Cooper Works 3 Door,Subcompact,2.0,4.0,AS8,Z,9.3,6.9,8.2,34.0,191.0,6.0,7.0
2023.0,MINI,John Cooper Works 3 Door,Subcompact,2.0,4.0,M6,Z,10.7,7.5,9.3,30.0,216.0,5.0,7.0
2023.0,MINI,John Cooper Works Clubman ALL4,Mid-size,2.0,4.0,AS8,Z,10.1,7.6,9.0,31.0,210.0,5.0,3.0
2023.0,MINI,John Cooper Works Convertible,Minicompact,2.0,4.0,AS8,Z,9.7,7.2,8.6,33.0,200.0,6.0,7.0
2023.0,MINI,John Cooper Works Countryman ALL4,Mid-size,2.0,4.0,AS8,Z,10.0,7.8,9.0,31.0,210.0,5.0,3.0
2023.0,Mitsubishi,Eclipse Cross 4WD,Sport utility vehicle: Small,1.5,4.0,AV8,X,9.6,8.9,9.3,30.0,216.0,5.0,5.0
2023.0,Mitsubishi,Mirage,Compact,1.2,3.0,AV,X,6.6,5.6,6.2,46.0,143.0,7.0,5.0
2023.0,Mitsubishi,Mirage,Compact,1.2,3.0,M5,X,7.1,5.8,6.5,43.0,151.0,7.0,5.0
2023.0,Mitsubishi,Outlander 4WD,Sport utility vehicle: Small,2.5,4.0,AV8,X,9.7,7.9,8.9,32.0,208.0,5.0,6.0
2023.0,Mitsubishi,RVR,Sport utility vehicle: Small,2.0,4.0,AV6,X,9.7,7.8,8.9,32.0,207.0,5.0,5.0
2023.0,Mitsubishi,RVR 4WD,Sport utility vehicle: Small,2.0,4.0,AV6,X,10.0,8.1,9.1,31.0,213.0,5.0,5.0
2023.0,Mitsubishi,RVR 4WD,Sport utility vehicle: Small,2.4,4.0,AV6,X,10.3,8.3,9.4,30.0,218.0,5.0,5.0
2023.0,Nissan,Altima AWD,Mid-size,2.5,4.0,AV,X,9.1,6.5,7.9,36.0,187.0,6.0,7.0
2023.0,Nissan,Altima AWD SR/Platinum,Mid-size,2.5,4.0,AV,X,9.3,6.7,8.1,35.0,191.0,6.0,7.0
2023.0,Nissan,Armada 4WD,Sport utility vehicle: Standard,5.6,8.0,AS7,Z,17.5,12.9,15.4,18.0,362.0,2.0,3.0
2023.0,Nissan,Frontier,Pickup truck: Standard,3.8,6.0,AS9,X,12.5,9.3,11.1,25.0,260.0,4.0,5.0
2023.0,Nissan,Frontier 4WD,Pickup truck: Standard,3.8,6.0,AS9,X,12.8,10.2,11.6,24.0,273.0,4.0,5.0
2023.0,Nissan,Frontier 4WD Pro-4X,Pickup truck: Standard,3.8,6.0,AS9,X,13.3,10.5,12.0,24.0,283.0,4.0,5.0
2023.0,Nissan,GT-R,Subcompact,3.8,6.0,AM6,Z,14.4,10.9,12.8,22.0,300.0,4.0,3.0
2023.0,Nissan,Kicks,Mid-size,1.6,4.0,AV,X,7.7,6.6,7.2,39.0,169.0,6.0,7.0
2023.0,Nissan,Maxima,Mid-size,3.5,6.0,AV7,Z,11.6,7.9,9.9,29.0,233.0,5.0,3.0
2023.0,Nissan,Murano AWD,Station wagon: Mid-size,3.5,6.0,AV7,X,12.0,8.5,10.4,27.0,245.0,5.0,5.0
2023.0,Nissan,Pathfinder 4WD,Sport utility vehicle: Small,3.5,6.0,AS9,X,11.6,9.2,10.5,27.0,246.0,5.0,5.0
2023.0,Nissan,Pathfinder 4WD Rock Creek,Sport utility vehicle: Small,3.5,6.0,AS9,Z,11.9,10.0,11.1,25.0,260.0,4.0,5.0
2023.0,Nissan,Qashqai,Station wagon: Small,2.0,4.0,AV8,X,8.6,7.3,8.0,35.0,188.0,6.0,6.0
2023.0,Nissan,Qashqai AWD,Station wagon: Small,2.0,4.0,AV8,X,9.0,7.5,8.3,34.0,196.0,6.0,6.0
2023.0,Nissan,Rogue,Sport utility vehicle: Small,1.5,3.0,AV8,X,7.8,6.5,7.2,39.0,170.0,6.0,6.0
2023.0,Nissan,Rogue,Sport utility vehicle: Small,2.5,4.0,AV8,X,9.0,7.1,8.1,35.0,190.0,6.0,7.0
2023.0,Nissan,Rogue AWD,Sport utility vehicle: Small,1.5,3.0,AV8,X,8.4,6.7,7.6,37.0,179.0,6.0,6.0
2023.0,Nissan,Rogue AWD SL/Platinum,Sport utility vehicle: Small,1.5,3.0,AV8,X,8.4,6.8,7.7,37.0,181.0,6.0,6.0
2023.0,Nissan,Rogue AWD,Sport utility vehicle: Small,2.5,4.0,AV8,X,9.2,7.2,8.3,34.0,195.0,6.0,7.0
2023.0,Nissan,Sentra,Mid-size,2.0,4.0,AV,X,8.0,6.0,7.1,40.0,167.0,6.0,7.0
2023.0,Nissan,Sentra SR,Mid-size,2.0,4.0,AV,X,8.2,6.1,7.3,39.0,171.0,6.0,7.0
2023.0,Nissan,Sentra,Mid-size,2.0,4.0,M6,X,9.2,6.2,7.9,36.0,185.0,6.0,7.0
2023.0,Nissan,Sentra SR,Mid-size,2.0,4.0,M6,X,9.4,6.4,8.1,35.0,189.0,6.0,7.0
2023.0,Nissan,Versa,Compact,1.6,4.0,AV,X,7.4,5.9,6.7,42.0,158.0,7.0,7.0
2023.0,Nissan,Versa,Compact,1.6,4.0,M5,X,8.6,6.7,7.7,37.0,181.0,6.0,7.0
2023.0,Nissan,Z,Two-seater,3.0,6.0,AS9,Z,12.3,8.6,10.6,27.0,249.0,5.0,5.0
2023.0,Nissan,Z,Two-seater,3.0,6.0,M6,Z,13.4,10.0,11.9,24.0,280.0,4.0,5.0
2023.0,Porsche,718 Boxster,Two-seater,2.0,4.0,AM7,Z,11.0,8.7,10.0,28.0,233.0,5.0,1.0
2023.0,Porsche,718 Boxster,Two-seater,2.0,4.0,M6,Z,12.0,9.5,10.9,26.0,254.0,5.0,1.0
2023.0,Porsche,718 Boxster T,Two-seater,2.0,4.0,AM7,Z,11.2,8.7,10.1,28.0,236.0,5.0,1.0
2023.0,Porsche,718 Boxster T,Two-seater,2.0,4.0,M6,Z,11.7,8.9,10.5,27.0,245.0,5.0,1.0
2023.0,Porsche,718 Boxster S,Two-seater,2.5,4.0,AM7,Z,12.2,9.2,10.9,26.0,255.0,5.0,1.0
2023.0,Porsche,718 Boxster S,Two-seater,2.5,4.0,M6,Z,12.5,9.6,11.2,25.0,263.0,4.0,1.0
2023.0,Porsche,718 Boxster GTS,Two-seater,4.0,6.0,AM7,Z,12.3,9.8,11.1,25.0,260.0,4.0,5.0
2023.0,Porsche,718 Boxster GTS,Two-seater,4.0,6.0,M6,Z,14.0,10.0,12.2,23.0,284.0,4.0,5.0
2023.0,Porsche,718 Cayman,Two-seater,2.0,4.0,AM7,Z,11.0,8.7,10.0,28.0,233.0,5.0,1.0
2023.0,Porsche,718 Cayman,Two-seater,2.0,4.0,M6,Z,12.0,9.5,10.9,26.0,254.0,5.0,1.0
2023.0,Porsche,718 Cayman T,Two-seater,2.0,4.0,AM7,Z,11.2,8.7,10.1,28.0,236.0,5.0,1.0
2023.0,Porsche,718 Cayman T,Two-seater,2.0,4.0,M6,Z,11.7,8.9,10.5,27.0,245.0,5.0,1.0
2023.0,Porsche,718 Cayman S,Two-seater,2.5,4.0,AM7,Z,12.2,9.2,10.9,26.0,255.0,5.0,1.0
2023.0,Porsche,718 Cayman S,Two-seater,2.5,4.0,M6,Z,12.5,9.6,11.2,25.0,263.0,4.0,1.0
2023.0,Porsche,718 Cayman GT4,Two-seater,4.0,6.0,AM7,Z,13.0,9.9,11.6,24.0,271.0,4.0,5.0
2023.0,Porsche,718 Cayman GT4,Two-seater,4.0,6.0,M6,Z,14.0,10.3,12.3,23.0,287.0,4.0,5.0
2023.0,Porsche,718 Cayman GTS,Two-seater,4.0,6.0,AM7,Z,12.3,9.8,11.1,25.0,260.0,4.0,5.0
2023.0,Porsche,718 Cayman GTS,Two-seater,4.0,6.0,M6,Z,14.0,10.0,12.2,23.0,284.0,4.0,5.0
2023.0,Porsche,718 GT4 RS,Two-seater,4.0,6.0,AM7,Z,16.0,12.5,14.4,20.0,338.0,3.0,3.0
2023.0,Porsche,718 Spyder,Two-seater,4.0,6.0,AM7,Z,13.0,9.9,11.6,24.0,271.0,4.0,5.0
2023.0,Porsche,718 Spyder,Two-seater,4.0,6.0,M6,Z,14.0,10.3,12.3,23.0,287.0,4.0,5.0
2023.0,Porsche,911 Carrera,Minicompact,3.0,6.0,AM8,Z,13.1,9.8,11.6,24.0,275.0,4.0,5.0
2023.0,Porsche,911 Carrera 4,Minicompact,3.0,6.0,AM8,Z,13.1,9.8,11.6,24.0,260.0,4.0,5.0
